Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Wiktoria,2022-10-28 18:41:24,00:18:39,,Grace i Grace: Miniserial: Część 2 (Odcinek 2),,Sony CE Sony Android TV 2021 M5 Smart TV,00:19:16,Not latest view,PL (Poland)
Wiktoria,2022-10-28 18:32:23,00:08:58,Autoplayed: user action: User_Interaction; ,Grace i Grace: Miniserial: Część 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:44:19,Not latest view,PL (Poland)
Wiktoria,2022-10-25 20:23:51,00:35:21,Autoplayed: user action: User_Interaction; ,Grace i Grace: Miniserial: Część 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:35:22,Not latest view,PL (Poland)
Wiktoria,2022-10-25 20:23:11,00:00:17,Autoplayed: user action: None; ,The Crown: Sezon 1: Wolferton Splash (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:17,Not latest view,PL (Poland)
Wiktoria,2022-10-25 20:22:49,00:00:13,Autoplayed: user action: None; ,Grace i Grace: Miniserial: Część 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:13,Not latest view,PL (Poland)
Wiktoria,2022-10-25 20:22:37,00:00:05,Autoplayed: user action: None; ,Outlander: Sezon 1: Sassenach (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:05,00:00:05,PL (Poland)
Wiktoria,2022-10-25 20:22:12,00:00:16,Autoplayed: user action: None; ,O północy w Pera Palace: Sezon 1: Podróż (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:16,00:00:16,PL (Poland)
Wiktoria,2022-10-23 16:44:35,00:00:01,Autoplayed: user action: None; ,Bo we mnie jest seks,,Sony CE Sony Android TV 2021 M5 Smart TV,01:36:57,01:36:57,PL (Poland)
Wiktoria,2022-10-17 20:06:19,00:40:43,,Shtisel: Sezon 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:40:43,00:40:43,PL (Poland)
Wiktoria,2022-10-15 20:24:12,02:05:58,,Dwóch papieży,,Google Chromecast V5 Streaming Stick,02:05:58,02:05:58,PL (Poland)
Wiktoria,2022-10-13 19:41:48,01:46:57,Autoplayed: user action: User_Interaction; ,Najszczęśliwsza dziewczyna na świecie,,Sony CE Sony Android TV 2021 M5 Smart TV,01:46:57,01:46:57,PL (Poland)
Wiktoria,2022-10-13 19:41:26,00:00:01,Autoplayed: user action: None; ,Emily w Paryżu: Sezon 1: Emily w Paryżu (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:01,00:00:01,PL (Poland)
Wiktoria,2022-10-12 18:21:49,00:42:16,,Dynastia: Sezon 5: Paradoks (Odcinek 22),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:16,00:42:16,PL (Poland)
Wiktoria,2022-10-11 20:43:04,00:00:02,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Paradoks (Odcinek 22),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:08,Not latest view,PL (Poland)
Wiktoria,2022-10-11 20:00:59,00:42:03,,Dynastia: Sezon 5: Większa moc (Odcinek 21),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:08,00:42:08,PL (Poland)
Wiktoria,2022-10-11 19:18:51,00:42:03,Autoplayed: user action: User_Interaction; ,"Dynastia: Sezon 5: Najpierw porwanie, a teraz kradzież (Odcinek 20)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:17,00:42:17,PL (Poland)
Wiktoria,2022-10-10 20:36:46,00:00:04,Autoplayed: user action: None; ,"Dynastia: Sezon 5: Najpierw porwanie, a teraz kradzież (Odcinek 20)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:09,Not latest view,PL (Poland)
Wiktoria,2022-10-10 19:45:58,00:41:54,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Skandal narkotykowy? (Odcinek 19),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:16,00:42:16,PL (Poland)
Wiktoria,2022-10-10 19:03:39,00:42:11,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Pisarz wątpliwego talentu (Odcinek 18),,Sony CE Sony Android TV 2021 M5 Smart TV,00:41:53,00:41:53,PL (Poland)
Wiktoria,2022-10-09 09:27:54,00:00:01,Autoplayed: user action: None; ,Dynastia: Sezon 5: Pisarz wątpliwego talentu (Odcinek 18),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:11,Not latest view,PL (Poland)
Wiktoria,2022-10-09 09:13:15,00:14:35,,"Dynastia: Sezon 5: Nikt nie zobaczy, jak toniesz (Odcinek 17)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:13,00:42:13,PL (Poland)
Wiktoria,2022-10-09 08:27:20,00:27:39,,"Dynastia: Sezon 5: Nikt nie zobaczy, jak toniesz (Odcinek 17)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:27:39,Not latest view,PL (Poland)
Wiktoria,2022-10-08 18:24:46,00:00:05,Autoplayed: user action: None; ,"Dynastia: Sezon 5: Nikt nie zobaczy, jak toniesz (Odcinek 17)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:15,Not latest view,PL (Poland)
Wiktoria,2022-10-08 17:51:50,00:32:53,,"Dynastia: Sezon 5: Moja rodzina, moja krew (Odcinek 16)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:08,00:42:08,PL (Poland)
Wiktoria,2022-10-08 17:00:30,00:09:06,,"Dynastia: Sezon 5: Moja rodzina, moja krew (Odcinek 16)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:09:16,Not latest view,PL (Poland)
Wiktoria,2022-10-08 16:36:21,00:24:01,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Ben (Odcinek 15),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:07,00:42:07,PL (Poland)
Wiktoria,2022-10-08 16:36:10,00:00:04,Autoplayed: user action: None; ,Najszczęśliwsza dziewczyna na świecie,,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:04,Not latest view,PL (Poland)
Wiktoria,2022-10-07 22:08:43,00:17:57,,Dynastia: Sezon 5: Ben (Odcinek 15),,Sony CE Sony Android TV 2021 M5 Smart TV,00:18:07,Not latest view,PL (Poland)
Wiktoria,2022-10-07 21:26:58,00:41:43,,Dynastia: Sezon 5: Okrutna zemsta (Odcinek 14),,Sony CE Sony Android TV 2021 M5 Smart TV,00:41:53,00:41:53,PL (Poland)
Wiktoria,2022-10-07 20:49:40,00:34:22,,Dynastia: Sezon 5: Zawsze rozmawiasz z żółwiami? (Odcinek 13),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:18,00:42:18,PL (Poland)
Wiktoria,2022-10-07 19:53:27,00:07:46,,Dynastia: Sezon 5: Zawsze rozmawiasz z żółwiami? (Odcinek 13),,Sony CE Sony Android TV 2021 M5 Smart TV,00:07:56,Not latest view,PL (Poland)
Wiktoria,2022-10-07 19:08:20,00:42:17,,Dynastia: Sezon 5: Nie ma powodu do paniki (Odcinek 12),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:17,00:42:17,PL (Poland)
Wiktoria,2022-10-07 15:53:06,00:37:20,,Dynastia: Sezon 5: Modlitwa wystarczy (Odcinek 11),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:16,00:42:16,PL (Poland)
Wiktoria,2022-10-07 15:37:52,00:04:58,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Modlitwa wystarczy (Odcinek 11),,Sony CE Sony Android TV 2021 M5 Smart TV,00:04:58,Not latest view,PL (Poland)
Wiktoria,2022-10-06 20:35:01,00:00:01,Autoplayed: user action: None; ,Dynastia: Sezon 5: Modlitwa wystarczy (Odcinek 11),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:11,Not latest view,PL (Poland)
Wiktoria,2022-10-06 19:52:40,00:42:17,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Pilnuj swoich spraw (Odcinek 10),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:17,00:42:17,PL (Poland)
Wiktoria,2022-10-06 19:01:06,00:00:01,,Dynastia: Sezon 5: Pilnuj swoich spraw (Odcinek 10),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:11,Not latest view,PL (Poland)
Wiktoria,2022-10-06 18:17:13,00:41:52,,Dynastia: Sezon 5: Przyjacielski pocałunek (Odcinek 9),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:04,00:42:04,PL (Poland)
Wiktoria,2022-10-06 17:02:00,00:00:02,,Dynastia: Sezon 5: Przyjacielski pocałunek (Odcinek 9),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:12,Not latest view,PL (Poland)
Wiktoria,2022-10-06 16:19:44,00:42:13,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Liczy się tylko zwycięstwo (Odcinek 8),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:13,00:42:13,PL (Poland)
Wiktoria,2022-10-05 21:16:28,00:00:03,,Dynastia: Sezon 5: Liczy się tylko zwycięstwo (Odcinek 8),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:13,Not latest view,PL (Poland)
Wiktoria,2022-10-05 20:33:46,00:42:01,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Prawdziwa aktorka dałaby radę (Odcinek 7),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:13,00:42:13,PL (Poland)
Wiktoria,2022-10-05 20:15:48,00:17:54,,Dynastia: Sezon 5: Cała energia idzie w nienawiść (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:16,00:42:16,PL (Poland)
Wiktoria,2022-10-05 19:46:18,00:24:12,,Dynastia: Sezon 5: Cała energia idzie w nienawiść (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:24:22,Not latest view,PL (Poland)
Wiktoria,2022-10-05 19:42:33,00:03:40,,Dynastia: Sezon 5: Trochę zabawy nie zaszkodzi (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:40:44,00:40:44,PL (Poland)
Wiktoria,2022-10-05 18:41:18,00:04:11,,Dynastia: Sezon 5: Trochę zabawy nie zaszkodzi (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:37:05,Not latest view,PL (Poland)
Wiktoria,2022-10-05 18:07:59,00:32:41,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Trochę zabawy nie zaszkodzi (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:32:56,Not latest view,PL (Poland)
Wiktoria,2022-10-04 20:48:12,00:00:01,Autoplayed: user action: None; ,Dynastia: Sezon 5: Trochę zabawy nie zaszkodzi (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:11,Not latest view,PL (Poland)
Wiktoria,2022-10-04 20:04:26,00:42:07,,Dynastia: Sezon 5: Złap swojego konia (Odcinek 4),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:17,00:42:17,PL (Poland)
Wiktoria,2022-10-04 19:22:10,00:42:10,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Jak poszło spotkanie zarządu? (Odcinek 3),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:11,00:42:11,PL (Poland)
Wiktoria,2022-10-03 20:34:58,00:41:49,Autoplayed: user action: User_Interaction; ,Dynastia: Sezon 5: Świąteczny nastrój (Odcinek 2),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:01,00:42:01,PL (Poland)
Wiktoria,2022-10-03 19:53:24,00:41:31,,Dynastia: Sezon 5: Zacznijmy od nowa (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:17,00:42:17,PL (Poland)
Wiktoria,2022-10-03 19:52:56,00:00:07,,Dynastia: Sezon 5: Zacznijmy od nowa (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:56,Not latest view,PL (Poland)
Wiktoria,2022-09-15 18:50:43,01:47:26,Autoplayed: user action: User_Interaction; ,Ona tu rządzi,,Sony CE Sony Android TV 2021 M5 Smart TV,01:47:27,01:47:27,PL (Poland)
Wiktoria,2022-08-15 20:15:00,00:33:25,,Inna ja: Sezon 1: Odcinek 8 (Odcinek 8),,Sony CE Sony Android TV 2021 M5 Smart TV,00:50:47,00:50:47,PL (Poland)
Wiktoria,2022-08-15 19:25:05,00:17:18,,Inna ja: Sezon 1: Odcinek 8 (Odcinek 8),,Sony CE Sony Android TV 2021 M5 Smart TV,00:17:22,Not latest view,PL (Poland)
Wiktoria,2022-08-15 19:02:55,00:22:07,,Inna ja: Sezon 1: Odcinek 7 (Odcinek 7),,Sony CE Sony Android TV 2021 M5 Smart TV,00:50:45,00:50:45,PL (Poland)
Wiktoria,2022-08-15 13:24:05,00:28:35,,Inna ja: Sezon 1: Odcinek 7 (Odcinek 7),,Sony CE Sony Android TV 2021 M5 Smart TV,00:28:39,Not latest view,PL (Poland)
Wiktoria,2022-08-15 13:02:32,00:21:30,Autoplayed: user action: User_Interaction; ,Inna ja: Sezon 1: Odcinek 6 (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:36,00:42:36,PL (Poland)
Wiktoria,2022-08-15 08:53:59,00:21:03,,Inna ja: Sezon 1: Odcinek 6 (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:21:07,Not latest view,PL (Poland)
Wiktoria,2022-08-15 08:01:38,00:52:18,Autoplayed: user action: User_Interaction; ,Inna ja: Sezon 1: Odcinek 5 (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:52:18,00:52:18,PL (Poland)
Wiktoria,2022-08-14 21:02:12,00:00:02,,Inna ja: Sezon 1: Odcinek 5 (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:06,Not latest view,PL (Poland)
Wiktoria,2022-08-14 20:12:58,00:49:11,,Inna ja: Sezon 1: Odcinek 4 (Odcinek 4),,Sony CE Sony Android TV 2021 M5 Smart TV,00:49:15,00:49:15,PL (Poland)
Wiktoria,2022-08-14 19:30:03,00:42:51,Autoplayed: user action: User_Interaction; ,Inna ja: Sezon 1: Odcinek 3 (Odcinek 3),,Sony CE Sony Android TV 2021 M5 Smart TV,00:51:05,00:51:05,PL (Poland)
Wiktoria,2022-08-14 11:11:30,00:08:14,Autoplayed: user action: User_Interaction; ,Inna ja: Sezon 1: Odcinek 3 (Odcinek 3),,Sony CE Sony Android TV 2021 M5 Smart TV,00:08:14,Not latest view,PL (Poland)
Wiktoria,2022-08-13 15:11:04,00:35:41,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 20 (Odcinek 20),,Sony CE Sony Android TV 2021 M5 Smart TV,00:41:32,00:41:32,PL (Poland)
Wiktoria,2022-08-12 18:08:53,00:08:15,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 20 (Odcinek 20),,Sony CE Sony Android TV 2021 M5 Smart TV,00:08:21,Not latest view,PL (Poland)
Wiktoria,2022-08-11 21:47:02,00:00:01,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 20 (Odcinek 20),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:06,Not latest view,PL (Poland)
Wiktoria,2022-08-11 21:07:47,00:39:14,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 19 (Odcinek 19),,Sony CE Sony Android TV 2021 M5 Smart TV,00:39:19,00:39:19,PL (Poland)
Wiktoria,2022-08-11 21:01:53,00:05:51,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 18 (Odcinek 18),,Sony CE Sony Android TV 2021 M5 Smart TV,00:38:09,00:38:09,PL (Poland)
Wiktoria,2022-08-11 19:46:08,00:32:19,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 18 (Odcinek 18),,Sony CE Sony Android TV 2021 M5 Smart TV,00:32:19,Not latest view,PL (Poland)
Wiktoria,2022-08-11 19:19:49,00:00:02,Autoplayed: user action: None; ,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 18 (Odcinek 18),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:07,Not latest view,PL (Poland)
Wiktoria,2022-08-11 18:39:44,00:40:04,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 17 (Odcinek 17),,Sony CE Sony Android TV 2021 M5 Smart TV,00:40:09,00:40:09,PL (Poland)
Wiktoria,2022-08-11 18:35:15,00:03:48,Autoplayed: user action: User_Interaction; ,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 16 (Odcinek 16),,Sony CE Sony Android TV 2021 M5 Smart TV,00:40:41,00:40:41,PL (Poland)
Wiktoria,2022-08-10 21:29:31,00:36:48,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 16 (Odcinek 16),,Sony CE Sony Android TV 2021 M5 Smart TV,00:36:53,Not latest view,PL (Poland)
Wiktoria,2022-08-10 20:44:35,00:44:53,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 15 (Odcinek 15),,Sony CE Sony Android TV 2021 M5 Smart TV,00:48:07,00:48:07,PL (Poland)
Wiktoria,2022-08-10 17:39:27,00:02:39,Autoplayed: user action: User_Interaction; ,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 15 (Odcinek 15),,Sony CE Sony Android TV 2021 M5 Smart TV,00:02:25,Not latest view,PL (Poland)
Wiktoria,2022-08-09 19:40:10,00:44:50,Autoplayed: user action: User_Interaction; ,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 14 (Odcinek 14),,Sony CE Sony Android TV 2021 M5 Smart TV,00:45:45,00:45:45,PL (Poland)
Wiktoria,2022-08-09 18:56:14,00:43:49,Autoplayed: user action: User_Interaction; ,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 13 (Odcinek 13),,Sony CE Sony Android TV 2021 M5 Smart TV,00:43:52,00:43:52,PL (Poland)
Wiktoria,2022-08-08 21:16:31,00:35:51,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 12 (Odcinek 12),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:19,00:42:19,PL (Poland)
Wiktoria,2022-08-08 20:30:25,00:12:36,Autoplayed: user action: User_Interaction; ,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 12 (Odcinek 12),,Sony CE Sony Android TV 2021 M5 Smart TV,00:12:42,Not latest view,PL (Poland)
Wiktoria,2022-08-08 19:44:22,00:46:02,,Królowa piękna z Jerozolimy: Sezon 1: Odcinek 11 (Odcinek 11),,Sony CE Sony Android TV 2021 M5 Smart TV,00:46:02,00:46:02,PL (Poland)
Wiktoria,2022-08-08 09:47:05,00:00:01,,Inna ja: Sezon 1: Odcinek 3 (Odcinek 3),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:05,Not latest view,PL (Poland)
Wiktoria,2022-08-08 08:57:57,00:47:51,Autoplayed: user action: User_Interaction; ,Inna ja: Sezon 1: Odcinek 2 (Odcinek 2),,Sony CE Sony Android TV 2021 M5 Smart TV,00:47:56,00:47:56,PL (Poland)
Wiktoria,2022-08-08 08:07:26,00:50:27,Autoplayed: user action: User_Interaction; ,Inna ja: Sezon 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:50:27,00:50:27,PL (Poland)
Wiktoria,2022-07-24 12:09:44,00:26:29,,Ranczo: Sezon 1: Odcinek 5 (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:27:12,Not latest view,PL (Poland)
Wiktoria,2022-07-24 11:53:21,00:16:20,Autoplayed: user action: User_Interaction; ,Ranczo: Sezon 1: Odcinek 4 (Odcinek 4),,Sony CE Sony Android TV 2021 M5 Smart TV,00:47:20,00:47:20,PL (Poland)
Wiktoria,2022-07-18 19:17:15,00:00:09,Autoplayed: user action: Visibility_Timeout; ,Virgin River: Sezon 1: Życie toczy się dalej (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:14,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:17:09,00:00:02,Autoplayed: user action: Visibility_Timeout; ,The Good Doctor: Sezon 1: Przypalone jedzenie (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:03,00:00:03,PL (Poland)
Wiktoria,2022-07-18 19:17:03,00:00:02,Autoplayed: user action: Visibility_Timeout; ,Miłość i anarchia: Sezon 1: Jak to wszystko się zaczęło (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:10,00:00:10,PL (Poland)
Wiktoria,2022-07-18 19:16:52,00:00:07,Autoplayed: user action: Visibility_Timeout; ,Turbulencje: Sezon 1: Pilot (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:07,00:00:07,PL (Poland)
Wiktoria,2022-07-18 19:16:46,00:00:02,Autoplayed: user action: Visibility_Timeout; ,Stranger Things: Sezon 1: Rozdział pierwszy: Zniknięcie Willa Byersa (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:06,00:00:06,PL (Poland)
Wiktoria,2022-07-18 19:16:38,00:00:03,Autoplayed: user action: Visibility_Timeout; ,Perswazje,,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:37,00:00:37,PL (Poland)
Wiktoria,2022-07-18 19:16:10,00:00:25,Autoplayed: user action: Visibility_Timeout; ,Downton Abbey: Seria 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:25,00:00:25,PL (Poland)
Wiktoria,2022-07-18 19:16:00,00:00:06,Autoplayed: user action: Visibility_Timeout; ,O mnie się nie martw: Sezon 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:41,00:00:41,PL (Poland)
Wiktoria,2022-07-18 19:15:49,00:00:04,Autoplayed: user action: Visibility_Timeout; ,The Umbrella Academy: Sezon 1: Widujemy się tylko na weselach i pogrzebach (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:08,00:00:08,PL (Poland)
Wiktoria,2022-07-18 19:15:40,00:00:04,Autoplayed: user action: Visibility_Timeout; ,Skradzione serce: Sezon 1: Szczęście nie jest trwałe (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:08,00:00:08,PL (Poland)
Wiktoria,2022-07-18 19:15:24,00:00:11,Autoplayed: user action: Visibility_Timeout; ,Grace i Frankie: Sezon 1: Koniec (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:16,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:15:13,00:00:04,Autoplayed: user action: Visibility_Timeout; ,Alba: Sezon 1: Grzech Alby (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:15,00:00:15,PL (Poland)
Wiktoria,2022-07-18 19:15:05,00:00:05,Autoplayed: user action: Visibility_Timeout; ,Pod słońcem Amalfi,,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:19,00:00:19,PL (Poland)
Wiktoria,2022-07-18 19:14:53,00:00:06,Autoplayed: user action: Visibility_Timeout; ,Pracujące mamy: Sezon 1: Pilot (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:09,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:14:17,00:00:29,Autoplayed: user action: Visibility_Timeout; ,Słodkie Magnolie: Sezon 1: Bardzo wylewnie (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:32,00:00:32,PL (Poland)
Wiktoria,2022-07-18 19:14:06,00:00:07,Autoplayed: user action: Visibility_Timeout; ,Rząd: Sezon 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:07,00:00:07,PL (Poland)
Wiktoria,2022-07-18 19:13:53,00:00:08,Autoplayed: user action: Visibility_Timeout; ,W garniturach: Sezon 1: Pilot: część 1. i 2. (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:29,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:13:44,00:00:04,Autoplayed: user action: Visibility_Timeout; ,Peaky Blinders: Sezon 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:05,00:00:05,PL (Poland)
Wiktoria,2022-07-18 19:13:35,00:00:04,Autoplayed: user action: Visibility_Timeout; ,"Capitani: Sezon 1: Ty, tam w górze (Odcinek 1)",,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:10,00:00:10,PL (Poland)
Wiktoria,2022-07-18 19:13:27,00:00:04,Autoplayed: user action: Visibility_Timeout; ,Królowa: Sezon 1: Odcinek 1 (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:08,00:00:08,PL (Poland)
Wiktoria,2022-07-18 19:13:07,00:00:14,Autoplayed: user action: Visibility_Timeout; ,Virgin River: Sezon 1: Życie toczy się dalej (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:19,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:12:59,00:00:04,Autoplayed: user action: Visibility_Timeout; ,The Good Doctor: Sezon 1: Przypalone jedzenie (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:04,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:12:37,00:00:17,Autoplayed: user action: Visibility_Timeout; ,Miłość i anarchia: Sezon 1: Jak to wszystko się zaczęło (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:25,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:12:28,00:00:05,Autoplayed: user action: Visibility_Timeout; ,Turbulencje: Sezon 1: Pilot (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:05,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:12:20,00:00:03,Autoplayed: user action: Visibility_Timeout; ,Stranger Things: Sezon 1: Rozdział pierwszy: Zniknięcie Willa Byersa (Odcinek 1),,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:07,Not latest view,PL (Poland)
Wiktoria,2022-07-18 19:11:30,00:00:30,Autoplayed: user action: Visibility_Timeout; ,Perswazje,,Sony CE Sony Android TV 2021 M5 Smart TV,00:00:34,Not latest view,PL (Poland)
Wiktoria,2022-06-30 08:15:53,00:45:14,,Prywatność: Sezon 1: Rozdział 8: Decyzja (Odcinek 8),,Sony CE Sony Android TV 2021 M5 Smart TV,00:45:18,00:45:18,PL (Poland)
Wiktoria,2022-06-30 07:42:28,00:33:22,,Prywatność: Sezon 1: Rozdział 7: Jutro (Odcinek 7),,Sony CE Sony Android TV 2021 M5 Smart TV,00:44:30,00:44:30,PL (Poland)
Wiktoria,2022-06-29 14:57:41,00:11:04,,Prywatność: Sezon 1: Rozdział 7: Jutro (Odcinek 7),,Sony CE Sony Android TV 2021 M5 Smart TV,00:11:08,Not latest view,PL (Poland)
Wiktoria,2022-06-29 14:27:31,00:30:06,,Prywatność: Sezon 1: Rozdział 6: Sama (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:47:08,00:47:08,PL (Poland)
Wiktoria,2022-06-29 14:02:00,00:14:26,,Prywatność: Sezon 1: Rozdział 6: Sama (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:17:04,Not latest view,PL (Poland)
Wiktoria,2022-06-27 14:30:59,00:02:34,,Prywatność: Sezon 1: Rozdział 6: Sama (Odcinek 6),,Sony CE Sony Android TV 2021 M5 Smart TV,00:02:38,Not latest view,PL (Poland)
Wiktoria,2022-06-27 13:48:20,00:42:37,,Prywatność: Sezon 1: Rozdział 5: Gra (Odcinek 5),,Sony CE Sony Android TV 2021 M5 Smart TV,00:42:41,00:42:41,PL (Poland)
